;anocompcarolpffinanc;anocompcarolpfperff;codcoligada;eventobasebv;eventobasecreditas;eventodescontobv;eventodescontocreditas;mescompcarolpffinanc;mescompcarolpfperff
0;2020;2020;1;;0439;;0438;6;6
